200		5.285714286
400		6.125
600		6.444444444
800		6.666666667
1000	7.06
1200	7.222222222
1400	7.805555556
1600	7.894117647
1800	8.020408163
2000	8.162162162
2200	8.349593496
2400	8.282608696
2600	8.503355705
2800	8.475609756
3000	8.6875
3200	8.82010582
3400	8.773399015
3600	8.875
3800	8.835497835
4000	8.93852459
4200	8.996138996
4400	8.912727273
4600	9.06271777
4800	9.155629139
5000	9.133757962
5200	9.158536585
5400	9.220930233
5600	9.206128134
5800	9.060686016
6000	9.268041237
6200	9.231343284
6400	9.34375
6600	9.243055556
6800	9.316143498
7000	9.418300654
7200	9.293501048
7400	9.389795918
7600	9.307692308
7800	9.524084778
8000	9.418386492
8200	9.414233577
8400	9.483065954
8600	9.491319444
8800	9.543771044
9000	9.641447368
9200	9.561996779
9400	9.574568289
9600	9.640552995
9800	9.555555556
10000	9.58797654
