200		26
400		32.2
600		29.375
800		28.27272727
1000	28.85714286
1200	27.41176471
1400	28.2
1600	29.27272727
1800	27.42307692
2000	28.81481481
2200	28.5
2400	28.27272727
2600	28
2800	28.76923077
3000	27.09302326
3200	27.10869565
3400	27.8125
3600	27.54901961
3800	27.31481481
4000	27.28070175
4200	27.21666667
4400	27.92063492
4600	24.93939394
4800	27.91044776
5000	27.4084507
5200	27.42666667
5400	27.14102564
5600	27.83544304
5800	27.38554217
6000	26.95402299
6200	27.40449438
6400	27.16304348
6600	27.05263158
6800	27.45360825
7000	27.13861386
7200	27.19230769
7400	27.38679245
7600	26.94545455
7800	27.36936937
8000	26.87068966
8200	27.30252101
8400	27.29166667
8600	27.31707317
8800	27.26190476
9000	27.25581395
9200	26.55555556
9400	27.47407407
9600	26.92086331
9800	27.15602837
10000	27.55555556
